prompt_tokens,output_tokens,ttft_ms_mean,ttft_ms_std,tpot_ms_mean,tpot_ms_std,tokens_per_second_mean,tokens_per_second_std,total_latency_ms_mean,total_latency_ms_std,peak_vram_gib_mean,peak_vram_gib_std
128,32,53.26340000040849,4.639798100245834,42.14841290316448,7.854246944980981,24.271833724144926,4.42003524929715,1359.8641999985073,247.35412249460833,7.588397979736328,0.0
128,128,51.410033333013416,3.981529370141334,37.77052650915902,2.5964876739274545,26.55951988205668,1.8310544811320635,4848.266899996209,329.40938023883695,7.6022467613220215,0.0
512,32,91.45576666681639,0.7149423353797045,46.78408709663418,3.674707053795082,21.464443779835204,1.71370212597229,1541.762466662476,114.31460640358226,7.741983890533447,0.0
512,128,90.38420000069891,0.8387199710024326,39.22343832022393,1.5411867304074363,25.521683781457465,1.0202925074611715,5071.760866669138,194.89473170196658,7.741983890533447,0.0
1024,32,210.79339999960212,0.5912806195329169,37.411297849425324,1.0907329358108748,26.744812764908676,0.7676012412996807,1370.5436333317873,33.65435640468693,8.090761661529541,0.0
1024,128,211.1113999993298,0.15996146491104357,40.63378556433775,0.6536703409966164,24.61434848931914,0.3996474387042574,5371.6021666702245,83.09127243913946,8.090761661529541,0.0
2048,32,620.6434000002142,0.18564840394893972,41.81732795702266,4.773626020848697,24.11089189397227,2.5940945381979166,1916.9805666679167,147.8867325124063,9.161730289459229,0.0
2048,128,621.5946666670789,1.762248976321196,40.55035485561255,0.9535481517523617,24.669753337003275,0.5777621692519924,5771.489733329872,122.522443620469,9.161730289459229,0.0
