phase,prompt_tokens,decode_step,cache_tokens_before,cache_tokens_after,layer,latency_ms_mean,latency_ms_std,latency_ms_median,parameter_bytes,parameter_mib,activation_bytes,activation_mib,kv_cache_bytes,kv_cache_mib
decode,128,1.0,128,129,26,1.2086495816707612,0.4336960325769135,1.0404959917068481,201861632,192.51025390625,5120.0,0.0048828125,528384.0,0.50390625
decode,128,1.0,128,129,27,1.2034431934356689,0.44133096801286276,0.9613119959831238,201861632,192.51025390625,5120.0,0.0048828125,528384.0,0.50390625
decode,128,1.0,128,129,28,1.283299195766449,0.45759715106278187,1.1004800200462341,201861632,192.51025390625,5120.0,0.0048828125,528384.0,0.50390625
decode,128,1.0,128,129,29,1.3058239996433259,0.5887350787242697,0.9757120013237,201861632,192.51025390625,5120.0,0.0048828125,528384.0,0.50390625
decode,128,1.0,128,129,30,1.3541280031204224,0.5207944788505025,1.0914719700813293,201861632,192.51025390625,5120.0,0.0048828125,528384.0,0.50390625
decode,128,1.0,128,129,31,1.5799520015716553,0.6248073602333207,1.4845280051231384,201861632,192.51025390625,5120.0,0.0048828125,528384.0,0.50390625
decode,128,1.0,128,129,32,1.6117663979530334,0.6086064451690454,1.643775999546051,201861632,192.51025390625,5120.0,0.0048828125,528384.0,0.50390625
decode,128,1.0,128,129,33,1.7014656126499177,0.49310414118676305,1.799120008945465,201861632,192.51025390625,5120.0,0.0048828125,528384.0,0.50390625
decode,128,1.0,128,129,34,1.4807904064655304,0.5604856473672672,1.3108479976654053,201861632,192.51025390625,5120.0,0.0048828125,528384.0,0.50390625
decode,128,1.0,128,129,35,1.5484256088733672,0.67610080351681,1.3385440111160278,201861632,192.51025390625,5120.0,0.0048828125,528384.0,0.50390625
decode,128,2.0,129,130,0,1.7157920002937317,0.6284076788871031,1.4743679761886597,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,1,1.412390410900116,0.6570595693481152,0.9686560034751892,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,2,1.3205920100212096,0.4257201887509764,1.3175359964370728,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,3,1.047184008359909,0.13528226454162784,0.9974400103092194,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,4,1.1355871915817262,0.41878228084282276,0.9853119850158691,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,5,1.1544927954673767,0.39051527523466023,0.9890879988670349,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,6,1.1709951996803283,0.285467977371434,1.109663963317871,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,7,1.4270624041557312,0.6171396575600537,0.9958399832248688,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,8,1.79646075963974,1.751919299768762,1.0154719948768616,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,9,1.4736383974552154,0.5190678714073852,1.4415040016174316,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,10,1.4400480151176454,0.7146482326885373,1.0503519773483276,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,11,1.4011936128139495,0.5824400744688174,1.065504014492035,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,12,1.3312031865119933,0.6454911606759127,0.9926080107688904,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,13,1.4175616085529328,0.6188347007927697,1.0146080255508423,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,14,1.3575936019420625,0.43731888258566914,1.293664038181305,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,15,1.4330240070819855,0.6038685627004815,1.1846399903297424,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,16,1.2508863985538483,0.5015292382367891,0.9762720167636871,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,17,1.2020735919475556,0.4236991167655846,1.057807981967926,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,18,1.2399935841560363,0.4605765325162923,1.1094079911708832,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,19,1.177302396297455,0.5250029929991519,0.9778719842433929,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,20,1.1741280019283296,0.43414564523529753,1.0035519897937775,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,21,1.377263993024826,0.5789515270703033,1.0150559842586517,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,22,1.3728192031383515,0.6154255299681346,1.089568018913269,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,23,1.227679979801178,0.40651603433562633,1.0800479650497437,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,24,1.2599168062210082,0.5080971620762568,1.0138399600982666,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,25,1.2009024024009705,0.4816148356355027,0.9824639856815338,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,26,1.2663967967033387,0.4367839938597937,1.0844639539718628,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,27,1.3852864027023315,0.6219239223076894,1.0623359680175781,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,28,1.4248416066169738,0.46800063348739884,1.200272023677826,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,29,1.3291103959083557,0.5578013271225993,1.1338559985160828,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,30,1.3061792016029359,0.363542019532955,1.243232011795044,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,31,1.073775976896286,0.3053899696078468,0.9979839622974396,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,32,1.4335295736789704,0.9972928136761244,1.0420319736003876,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,33,1.1390655934810638,0.25155643179657644,1.0259999632835388,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,34,1.247820782661438,0.5248763669150607,1.0761439800262451,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,2.0,129,130,35,1.2315008103847505,0.4373357345282127,1.0439520478248596,201861632,192.51025390625,5120.0,0.0048828125,532480.0,0.5078125
decode,128,3.0,130,131,0,1.5403456091880798,0.6544697632776713,1.1700000166893005,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,1,1.4140096127986908,0.6316644260614142,0.9788959920406342,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,2,1.2654143810272216,0.5241520912220665,0.9994399845600128,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,3,1.2788223922252655,0.5053577241170397,0.9721280038356781,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,4,1.144351989030838,0.25490887771014165,1.0308959484100342,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,5,1.348723191022873,0.43620035377165023,1.244271993637085,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,6,1.215465599298477,0.44122590738908446,1.1605920195579529,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,7,1.1701408088207246,0.3392683840678554,1.023584008216858,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,8,1.2570815980434418,0.3805635294677531,1.2391839623451233,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,9,1.1515711903572083,0.3002205731912434,1.1195039749145508,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,10,1.179964804649353,0.4408201286036471,1.0135520100593567,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,11,1.0272064089775086,0.2678053116578713,0.9519360065460205,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,12,0.9755423903465271,0.151442907106345,0.9481119811534882,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,13,1.0646720051765441,0.20527767739517488,0.9423200190067291,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,14,1.0804064095020294,0.28518796499101867,1.0139040052890778,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,15,1.1232671976089477,0.4232197654153487,0.9775680005550385,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,16,1.1571328103542329,0.45909900830390665,0.967168003320694,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,17,1.2149183869361877,0.4546086739475163,1.000432014465332,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,18,1.4438368022441863,0.6788069117634092,1.2513279914855957,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,19,1.206432008743286,0.3643999073133969,1.0628160238265991,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,20,1.0837567925453186,0.2734029728287371,1.0330719947814941,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,21,1.2905183851718902,0.5357130044206951,1.060479998588562,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,22,1.0643456161022187,0.17014850642161447,1.034175992012024,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,23,1.3174304008483886,0.4916598630139669,1.1075519919395447,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,24,1.1414368093013763,0.49751084610019836,0.9338240027427673,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,25,1.15660160779953,0.37622774524048463,0.9577440023422241,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,26,1.2681407988071443,0.5204908017750721,1.023584008216858,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,27,1.1334815979003907,0.1959284222507885,1.0993599891662598,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,28,1.06842240691185,0.3398899580427281,0.9841600358486176,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,29,1.221446406841278,0.5178496991330577,0.983599990606308,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,30,1.2192255854606628,0.5989618018484929,0.9625920057296753,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,31,1.267280000448227,0.7005673221742315,0.9897439777851105,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,32,1.0364448010921479,0.39653671972918986,0.9171200096607208,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,33,1.0598208129405975,0.18418305521811426,0.9752320349216461,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,34,1.1183616101741791,0.25112013609321443,1.0139200091362,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,3.0,130,131,35,1.2856319963932037,0.45108065553239096,1.2114239931106567,201861632,192.51025390625,5120.0,0.0048828125,536576.0,0.51171875
decode,128,4.0,131,132,0,1.2777568101882935,0.39123767882011673,1.145632028579712,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,1,1.1902368068695068,0.4786039384291349,0.9718399941921234,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,2,1.109526389837265,0.525980560120146,0.9855679869651794,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,3,1.0787136018276215,0.3303997996461472,0.9391199946403503,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,4,1.1345344126224517,0.5509641846032407,0.9557600021362305,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,5,1.1173439919948578,0.3540963340306115,0.9534399807453156,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,6,1.1114688158035277,0.3475189221770338,0.9832960367202759,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,7,1.1210527837276458,0.4682058960785575,0.9528479874134064,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,8,1.1413536071777344,0.3985240029571076,0.9604959785938263,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,9,1.1616736054420471,0.4465648808536044,1.031552016735077,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,10,1.1907008051872254,0.3915707415203715,0.9682559967041016,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,11,1.2405792057514191,0.4533508614414874,1.0759360194206238,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,12,1.610675185918808,0.7112371955799662,1.3190720081329346,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,13,1.1575519859790802,0.3149282860027399,1.0946399569511414,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,14,1.3003711998462677,0.43858736255327574,1.1357119679450989,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,15,1.131113600730896,0.3304239461914776,1.0020000040531158,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,16,1.0803199768066407,0.4786571900531514,0.9433119893074036,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,17,1.2902624130249023,0.5112155013003732,1.0647040009498596,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,18,1.2638208150863648,0.5213428426245917,1.0035200119018555,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,19,1.339539211988449,0.5014335621292281,1.195680022239685,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,20,1.3496287882328033,0.7534510337131359,0.9628799855709076,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,21,1.2416640162467956,0.39680572565751826,1.1036320328712463,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,22,1.0470335900783538,0.2843286729701262,0.9530879855155945,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,23,0.9885760009288788,0.1389427118687549,0.9980320036411285,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,24,1.1760031878948212,0.3197939883911676,1.028575986623764,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,25,1.328991997241974,0.43467195928486635,1.1572160124778748,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,26,1.0846047878265381,0.43194488412376303,1.0208159685134888,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,27,1.2585215985774993,0.47806905054387994,1.0370399951934814,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,28,1.180406403541565,0.3584957818606905,1.095328003168106,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,29,1.1252863943576812,0.29880580628262304,1.0107679963111877,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,30,1.0364704072475432,0.1268267759349432,0.9859039783477783,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,31,1.0824032127857208,0.3781823002565049,0.9831520020961761,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,32,0.9516864120960236,0.09900373333309204,0.926224023103714,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,33,1.4715296089649201,1.439695054274999,0.9523999989032745,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,34,0.9710335850715637,0.1742781862597754,0.9302079975605011,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,4.0,131,132,35,1.0949504017829894,0.3105685223422646,0.9796800017356873,201861632,192.51025390625,5120.0,0.0048828125,540672.0,0.515625
decode,128,5.0,132,133,0,1.582207977771759,0.5258022409189065,1.4017760157585144,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,1,1.2286815822124482,0.30868063146860025,1.101919949054718,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,2,1.1801599979400634,0.37420317952722715,1.0290240049362183,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,3,1.30726398229599,0.4652949797353495,1.1621919870376587,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,4,1.234444797039032,0.5536732562524803,0.9970719814300537,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,5,1.1612031877040863,0.3760905773241086,1.003328025341034,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,6,1.1508831977844238,0.3026805869470341,0.988319993019104,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,7,1.310140812397003,0.5342780328796723,1.1797760128974915,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,8,1.13613760471344,0.46139738088659504,1.0231519937515259,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,9,1.0375840008258819,0.22026878399764285,0.955487996339798,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,10,1.1006175875663757,0.3426186060835116,0.9614399969577789,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,11,1.0920735895633698,0.29149256912678867,0.984576016664505,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,12,1.1931424021720887,0.5208415519592129,0.9676800072193146,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,13,1.2212576031684876,0.43452354802177484,1.0143040418624878,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,14,1.1682240068912506,0.38059803302418943,0.9716800153255463,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,15,1.158620798587799,0.408656035580417,1.111184000968933,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,16,1.165695983171463,0.34411008068498405,1.0164639949798584,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,17,1.0963776051998138,0.31816644556955975,0.9543839991092682,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,18,1.2389183938503265,0.5494463235186824,0.9842079877853394,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,19,1.2687615931034089,0.4072051966014953,1.0581760108470917,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,20,1.2507264018058777,0.4175552183650007,1.0811359882354736,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,21,1.1244639873504638,0.21588477180332732,1.037663996219635,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,22,1.1251167953014374,0.31653981105117124,0.9976159930229187,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,23,1.1305408000946044,0.33383610422150223,0.9990079998970032,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,24,1.1369952023029328,0.3389249166889534,0.9849279820919037,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,25,1.2676575899124145,0.5152243426495149,1.0103040039539337,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,26,1.0622943997383119,0.4375194796043465,0.9348959922790527,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,27,1.17325119972229,0.28140953381407413,1.099232017993927,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,28,1.1380768060684203,0.37582283525588256,0.9653599858283997,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,29,1.2529951989650727,0.48927954271071616,1.0227679908275604,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,30,1.3012768030166626,0.6488656222215292,1.0361280143260956,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,31,1.1905023813247682,0.4588532692011451,0.9803040027618408,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,32,1.3058048069477082,0.615170382173271,1.0115840137004852,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,33,1.2643456041812897,0.5293837218278648,1.0199999809265137,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,34,1.1833248019218445,0.44728699220868884,0.9804319739341736,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,5.0,132,133,35,1.267958414554596,0.5914201731906065,0.9737920165061951,201861632,192.51025390625,5120.0,0.0048828125,544768.0,0.51953125
decode,128,6.0,133,134,0,2.086348807811737,0.6327913945836718,2.230448007583618,201861632,192.51025390625,5120.0,0.0048828125,548864.0,0.5234375
decode,128,6.0,133,134,1,1.526800000667572,0.5945470983466228,1.3167200088500977,201861632,192.51025390625,5120.0,0.0048828125,548864.0,0.5234375
decode,128,6.0,133,134,2,1.4366400003433228,0.5993811279348202,1.0789759755134583,201861632,192.51025390625,5120.0,0.0048828125,548864.0,0.5234375
